last_name, first_name,player_id,year,player_age,xba,xslg,woba,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate
Nola, Aaron,605400,2021,28,0.103,0.133,0.197,0.179,0.212,0.03,85.8,-4.0,28.6,0.0
Panik, Joe,605412,2021,31,0.238,0.324,0.244,0.273,0.293,0.086,86.5,9.7,33.8,1.5
Perez, Michael,605421,2021,29,0.171,0.302,0.225,0.244,0.247,0.131,85.7,10.2,29.6,6.3
Woodruff, Brandon,605540,2021,28,0.116,0.138,0.134,0.143,0.164,0.023,82.9,6.6,25.9,0.0
Zimmer, Bradley,605548,2021,29,0.225,0.372,0.3,0.317,0.327,0.147,90.7,7.0,30.4,9.4
Castro, Harold,605612,2021,28,0.287,0.414,0.291,0.315,0.315,0.127,88.6,10.2,44.0,3.2
Arcia, Orlando,606115,2021,27,0.199,0.308,0.245,0.25,0.263,0.108,88.2,8.9,27.0,3.2
Tapia, Raimel,606132,2021,27,0.25,0.318,0.305,0.281,0.307,0.068,85.7,-4.4,19.9,2.1
Aquino, Aristides,606157,2021,27,0.188,0.399,0.303,0.304,0.3,0.21,89.0,22.9,31.7,14.9
Hernandez, Teoscar,606192,2021,29,0.284,0.537,0.369,0.37,0.336,0.252,91.8,13.1,37.4,13.9
Mercedes, Yermin,606213,2021,28,0.246,0.417,0.317,0.313,0.306,0.17,87.3,15.8,35.4,7.2
Peraza, Jose,606299,2021,27,0.212,0.335,0.28,0.268,0.273,0.123,85.6,20.8,31.0,4.3
Marte, Ketel,606466,2021,28,0.307,0.495,0.385,0.372,0.37,0.188,91.1,10.3,33.5,8.9
Greiner, Grayson,606988,2021,29,0.169,0.26,0.293,0.24,0.262,0.091,85.4,15.4,31.0,4.8
Haase, Eric,606992,2021,29,0.235,0.463,0.316,0.322,0.291,0.228,90.9,16.0,35.9,13.7
Nimmo, Brandon,607043,2021,28,0.273,0.393,0.37,0.351,0.386,0.12,89.3,8.8,34.3,4.0
Peterson, Jace,607054,2021,31,0.239,0.372,0.318,0.322,0.343,0.133,87.7,12.0,34.2,5.2
Turner, Trea,607208,2021,28,0.304,0.485,0.386,0.364,0.355,0.181,89.6,11.4,34.6,7.4
Smith, Kevan,607345,2021,33,0.185,0.24,0.196,0.219,0.263,0.054,87.5,5.7,26.6,1.6
Beaty, Matt,607461,2021,28,0.233,0.347,0.339,0.308,0.332,0.113,86.7,12.3,26.9,3.8
Blandino, Alex,607468,2021,29,0.174,0.244,0.27,0.256,0.295,0.069,85.4,13.6,33.3,0.0
Pillar, Kevin,607680,2021,32,0.223,0.371,0.296,0.28,0.27,0.148,85.8,20.2,34.7,7.3
Stallings, Jacob,607732,2021,32,0.245,0.369,0.312,0.314,0.335,0.125,88.1,10.7,37.1,4.5
Ramirez, Jose,608070,2021,29,0.284,0.511,0.372,0.377,0.375,0.227,90.0,18.3,33.4,11.1
Bregman, Alex,608324,2021,27,0.263,0.422,0.336,0.336,0.35,0.159,89.0,15.9,33.8,6.4
Fried, Max,608331,2021,27,0.235,0.319,0.289,0.27,0.287,0.084,90.3,-0.5,31.1,0.0
Gallo, Joey,608336,2021,28,0.203,0.466,0.348,0.355,0.354,0.263,91.5,22.7,29.4,18.5
Kelly, Carson,608348,2021,27,0.251,0.425,0.328,0.343,0.355,0.174,88.2,18.6,37.9,8.5
Seager, Corey,608369,2021,27,0.295,0.53,0.389,0.392,0.386,0.235,91.0,10.7,36.6,12.4
Winker, Jesse,608385,2021,28,0.295,0.524,0.403,0.39,0.385,0.229,90.6,10.8,38.2,11.2
Marquez, German,608566,2021,26,0.274,0.38,0.288,0.284,0.274,0.107,85.3,6.4,34.0,2.1
Mazara, Nomar,608577,2021,26,0.212,0.341,0.264,0.271,0.276,0.129,90.4,11.1,33.1,7.4
Murphy, Tom,608596,2021,30,0.193,0.347,0.291,0.292,0.299,0.154,88.6,15.9,30.9,8.8
Jankowski, Travis,608671,2021,30,0.223,0.286,0.312,0.282,0.339,0.063,85.2,6.9,26.0,1.9
Mayfield, Jack,608686,2021,31,0.189,0.321,0.284,0.251,0.246,0.132,85.3,16.8,28.2,6.4
Plawecki, Kevin,608700,2021,30,0.258,0.428,0.325,0.327,0.323,0.169,87.3,13.4,34.1,6.1
Refsnyder, Rob,608701,2021,30,0.262,0.438,0.296,0.339,0.34,0.176,89.2,9.3,40.0,7.0
Mondesi, Adalberto,609275,2021,26,0.233,0.473,0.306,0.318,0.274,0.24,92.3,16.1,29.1,12.8
Andujar, Miguel,609280,2021,26,0.268,0.419,0.288,0.31,0.298,0.15,87.1,6.1,31.5,5.5
Vosler, Jason,613564,2021,28,0.212,0.398,0.261,0.293,0.286,0.186,88.5,18.6,28.3,9.4
Cordero, Franchy,614173,2021,27,0.194,0.293,0.222,0.239,0.242,0.099,88.6,7.7,33.8,5.2
Reyes, Franmil,614177,2021,26,0.247,0.514,0.354,0.354,0.32,0.267,92.0,9.7,31.3,16.9
Torrens, Luis,620443,2021,25,0.245,0.428,0.311,0.318,0.304,0.183,90.9,6.1,34.4,10.4
Robertson, Daniel,621002,2021,27,0.179,0.29,0.265,0.281,0.319,0.111,82.9,10.4,31.9,6.4
Martin Jr., Richie,621006,2021,27,0.217,0.274,0.246,0.238,0.254,0.057,85.8,8.3,30.6,0.0
Schrock, Max,621011,2021,27,0.265,0.37,0.329,0.293,0.307,0.105,85.0,18.5,40.2,2.9
Swanson, Dansby,621020,2021,27,0.251,0.456,0.322,0.332,0.316,0.205,89.3,14.1,36.8,11.4
Newman, Kevin,621028,2021,28,0.255,0.33,0.249,0.275,0.293,0.076,85.3,9.9,32.0,1.6
Taylor, Chris,621035,2021,31,0.237,0.422,0.338,0.329,0.33,0.185,88.2,17.4,38.1,10.2
Correa, Carlos,621043,2021,27,0.296,0.482,0.364,0.373,0.38,0.187,90.2,12.1,33.5,9.4
Buehler, Walker,621111,2021,27,0.082,0.112,0.14,0.126,0.144,0.031,85.7,-7.6,12.5,0.0
Dahl, David,621311,2021,27,0.246,0.398,0.246,0.296,0.284,0.152,88.1,11.5,37.3,6.7
Phillips, Brett,621433,2021,27,0.179,0.359,0.313,0.284,0.279,0.18,89.6,17.8,31.9,11.1
Taylor, Tyrone,621438,2021,27,0.24,0.402,0.333,0.315,0.316,0.162,88.6,16.0,29.7,7.6
Buxton, Byron,621439,2021,28,0.3,0.611,0.419,0.407,0.352,0.311,92.5,13.3,35.3,17.9
Brinson, Lewis,621446,2021,27,0.242,0.374,0.275,0.286,0.279,0.131,88.5,14.0,29.9,6.4
Bolt, Skye,621450,2021,27,0.187,0.267,0.113,0.204,0.201,0.08,86.4,10.8,15.9,2.3
Duggar, Steven,621453,2021,28,0.233,0.408,0.327,0.308,0.308,0.175,88.0,15.2,40.0,8.3
Rios, Edwin,621458,2021,27,0.137,0.29,0.182,0.256,0.266,0.153,90.0,11.1,27.3,12.1
Stewart, DJ,621466,2021,28,0.205,0.383,0.31,0.315,0.325,0.178,87.8,19.7,29.3,9.4
Ward, Taylor,621493,2021,28,0.259,0.453,0.333,0.344,0.34,0.194,89.6,16.4,39.1,10.3
Mathisen, Wyatt,621500,2021,28,0.176,0.279,0.219,0.27,0.302,0.102,86.8,23.7,31.8,4.5
Nido, Tomas,621512,2021,27,0.242,0.395,0.254,0.289,0.279,0.153,88.7,10.0,42.2,6.4
Wisdom, Patrick,621550,2021,30,0.216,0.461,0.346,0.322,0.292,0.245,91.3,19.3,39.5,16.2
Wendle, Joey,621563,2021,31,0.238,0.356,0.317,0.286,0.295,0.118,87.9,6.2,30.6,4.6
Olson, Matt,621566,2021,27,0.264,0.507,0.379,0.378,0.374,0.243,91.6,16.2,32.4,12.7
Jones, Taylor,622100,2021,28,0.21,0.33,0.283,0.249,0.24,0.12,90.6,12.8,32.0,6.7
Duffy, Matt,622110,2021,30,0.272,0.373,0.327,0.32,0.345,0.101,87.3,7.5,39.6,3.1
Walton, Donovan,622268,2021,27,0.226,0.335,0.267,0.269,0.273,0.109,88.0,9.4,34.0,8.0
Castillo, Luis,622491,2021,29,0.123,0.16,0.169,0.135,0.141,0.037,84.0,0.8,14.3,2.9
Margot, Manuel,622534,2021,27,0.268,0.397,0.301,0.318,0.328,0.129,87.9,10.7,31.5,5.1
Reyes, Pablo,622569,2021,28,0.227,0.318,0.303,0.277,0.307,0.092,87.1,15.0,28.6,3.2
Senzatela, Antonio,622608,2021,26,0.073,0.099,0.045,0.074,0.073,0.026,79.8,-4.2,12.5,0.0
Reyes, Victor,622682,2021,27,0.257,0.404,0.298,0.297,0.283,0.148,89.5,6.6,37.6,8.3
Mateo, Jorge,622761,2021,26,0.243,0.361,0.291,0.287,0.289,0.118,85.4,14.1,33.3,5.7
Velazquez, Andrew,623205,2021,27,0.22,0.366,0.252,0.256,0.231,0.146,90.2,9.5,45.5,13.6
Bote, David,623520,2021,28,0.228,0.397,0.268,0.311,0.306,0.168,89.9,9.8,27.0,9.9
Ramirez, Harold,623912,2021,27,0.269,0.402,0.302,0.308,0.306,0.134,91.3,6.2,24.5,6.3
Santander, Anthony,623993,2021,27,0.269,0.446,0.307,0.328,0.314,0.177,90.7,18.0,34.5,8.4
Alonso, Pete,624413,2021,27,0.271,0.542,0.363,0.377,0.352,0.271,91.0,14.7,34.5,14.8
Arroyo, Christian,624414,2021,26,0.232,0.39,0.332,0.301,0.296,0.158,86.3,9.4,35.5,7.4
Biggio, Cavan,624415,2021,26,0.207,0.331,0.298,0.285,0.308,0.124,88.9,15.6,32.8,5.6
Conforto, Michael,624424,2021,28,0.253,0.436,0.322,0.35,0.364,0.183,88.5,13.2,32.9,9.2
Frazier, Adam,624428,2021,30,0.288,0.376,0.341,0.324,0.353,0.088,85.4,12.6,38.9,1.0
Trevino, Jose,624431,2021,29,0.248,0.374,0.261,0.285,0.279,0.125,87.5,9.5,33.5,4.3
Gordon, Nick,624503,2021,26,0.266,0.418,0.283,0.318,0.316,0.152,91.2,9.4,35.6,6.8
McGuire, Reese,624512,2021,26,0.237,0.328,0.289,0.281,0.298,0.091,87.5,13.4,39.7,2.6
Nunez, Dom,624513,2021,26,0.171,0.313,0.294,0.262,0.279,0.143,86.0,21.9,39.1,9.4
Soler, Jorge,624585,2021,29,0.25,0.494,0.323,0.359,0.341,0.245,91.2,15.7,30.9,12.7
Sosa, Edmundo,624641,2021,25,0.266,0.394,0.322,0.326,0.342,0.128,86.7,6.0,28.9,3.9
Heredia, Guillermo,628338,2021,30,0.221,0.337,0.292,0.29,0.313,0.116,86.6,12.5,35.6,4.0
Hernandez, Yadiel,628450,2021,34,0.241,0.404,0.32,0.306,0.301,0.163,89.6,5.1,31.4,5.8
Ibanez, Andy,628451,2021,28,0.264,0.415,0.325,0.32,0.312,0.151,88.8,15.5,35.5,7.3
Urias, Julio,628711,2021,25,0.139,0.189,0.2,0.151,0.154,0.05,86.8,8.4,23.4,2.1
Cronenworth, Jake,630105,2021,27,0.282,0.449,0.341,0.348,0.356,0.167,88.6,12.5,35.8,7.2
Frazier, Clint,640449,2021,27,0.207,0.354,0.289,0.313,0.334,0.147,86.9,13.9,28.8,10.2
Meadows, Austin,640457,2021,26,0.24,0.425,0.327,0.326,0.325,0.184,89.3,21.7,36.1,8.7
Mercado, Oscar,640458,2021,27,0.22,0.332,0.294,0.282,0.297,0.112,86.2,16.2,24.9,4.0
Pinder, Chad,640461,2021,29,0.261,0.507,0.307,0.354,0.319,0.246,92.6,7.4,36.6,16.3
Anderson, Tim,641313,2021,28,0.284,0.448,0.345,0.329,0.314,0.164,89.6,4.3,32.5,7.8
Bauers, Jake,641343,2021,26,0.233,0.361,0.257,0.297,0.311,0.128,88.1,20.0,36.3,5.4
Bellinger, Cody,641355,2021,26,0.209,0.358,0.237,0.281,0.281,0.149,89.3,22.2,33.5,7.1
Calhoun, Willie,641432,2021,27,0.275,0.403,0.301,0.323,0.332,0.129,90.2,14.9,28.6,3.5
Collins, Zack,641470,2021,26,0.219,0.39,0.299,0.322,0.338,0.171,91.1,20.9,40.9,10.2
Crawford, J.P.,641487,2021,26,0.257,0.339,0.314,0.298,0.325,0.082,86.3,9.8,34.3,2.4
Davis, Jonathan,641505,2021,29,0.194,0.306,0.21,0.284,0.31,0.111,85.1,7.7,25.8,6.5
Dozier, Hunter,641531,2021,30,0.224,0.388,0.293,0.299,0.295,0.163,89.9,15.8,33.0,8.8
Engel, Adam,641553,2021,30,0.267,0.44,0.354,0.348,0.353,0.173,86.8,14.4,38.7,8.6
Fargas, Johneshwy,641561,2021,27,0.207,0.251,0.275,0.209,0.222,0.044,83.1,6.8,34.2,0.0
Fraley, Jake,641584,2021,26,0.229,0.361,0.322,0.335,0.371,0.132,85.3,12.1,38.4,6.2
Garver, Mitch,641598,2021,30,0.256,0.546,0.372,0.387,0.361,0.29,92.3,19.0,38.4,17.4
Guillorme, Luis,641645,2021,27,0.238,0.313,0.311,0.302,0.351,0.075,86.4,4.7,34.5,0.9
Hampson, Garrett,641658,2021,27,0.236,0.374,0.288,0.291,0.292,0.138,87.0,13.0,34.7,5.0
Heim, Jonah,641680,2021,26,0.23,0.372,0.256,0.285,0.275,0.142,87.1,15.5,34.6,6.2
Lewis, Kyle,641786,2021,26,0.252,0.471,0.32,0.35,0.338,0.219,89.7,16.8,45.2,14.0
Locastro, Tim,641796,2021,29,0.207,0.268,0.237,0.258,0.288,0.061,82.1,14.3,32.7,0.9
Mahle, Tyler,641816,2021,27,0.149,0.22,0.092,0.198,0.207,0.07,84.9,-9.9,16.3,2.3
Mancini III, Trey,641820,2021,29,0.267,0.452,0.326,0.341,0.337,0.186,88.9,9.7,36.0,10.4
Martin, Jason,641829,2021,26,0.226,0.38,0.26,0.28,0.266,0.154,87.5,11.4,33.3,7.6
McKinney, Billy,641856,2021,27,0.213,0.359,0.277,0.291,0.3,0.145,88.1,17.6,30.9,6.4
McMahon, Ryan,641857,2021,27,0.244,0.426,0.334,0.325,0.323,0.182,90.5,14.3,40.2,7.3
Neuse, Sheldon,641914,2021,27,0.194,0.393,0.214,0.253,0.206,0.199,88.8,13.2,30.8,12.8
O'Neill, Tyler,641933,2021,26,0.279,0.578,0.384,0.39,0.347,0.299,93.0,17.6,39.9,17.6
Sisco, Chance,642082,2021,26,0.159,0.224,0.205,0.224,0.251,0.064,83.7,13.8,24.5,1.9
Smith, Dominic,642086,2021,26,0.262,0.421,0.291,0.326,0.323,0.159,89.0,14.9,40.3,6.5
Tellez, Rowdy,642133,2021,26,0.265,0.471,0.306,0.34,0.326,0.206,92.2,13.4,35.6,11.6
Valaika, Pat,642162,2021,29,0.213,0.337,0.238,0.265,0.264,0.124,86.8,19.8,40.6,4.8
VanMeter, Josh,642165,2021,26,0.203,0.321,0.287,0.274,0.289,0.119,89.3,19.6,30.1,5.2
Wade, Tyler,642180,2021,27,0.199,0.247,0.304,0.254,0.296,0.048,82.2,5.3,24.4,1.1
White, Eli,642201,2021,27,0.176,0.291,0.253,0.249,0.259,0.114,85.5,15.6,31.1,6.8
Williams, Justin,642211,2021,26,0.241,0.406,0.229,0.316,0.34,0.165,92.1,3.9,37.0,11.0
Wong, Kean,642221,2021,26,0.217,0.329,0.187,0.25,0.242,0.112,82.3,5.7,38.3,6.4
Mejia, Francisco,642336,2021,26,0.23,0.345,0.32,0.285,0.296,0.115,85.7,14.9,34.8,4.4
Sierra, Magneuris,642423,2021,25,0.227,0.264,0.239,0.24,0.279,0.037,82.3,7.7,26.3,0.0
Rosario, Amed,642708,2021,26,0.268,0.369,0.315,0.301,0.311,0.101,88.8,5.6,32.0,2.8
Adames, Willy,642715,2021,26,0.236,0.438,0.349,0.325,0.314,0.202,89.5,16.8,35.1,11.4
Gutierrez, Kelvin,642721,2021,27,0.219,0.305,0.27,0.263,0.28,0.087,89.9,2.3,27.6,3.6
Alcantara, Sergio,642727,2021,25,0.206,0.297,0.279,0.274,0.307,0.09,87.8,10.8,32.9,3.4
Estrada, Thairo,642731,2021,25,0.239,0.421,0.346,0.313,0.303,0.182,86.6,6.7,33.7,7.1
Leyba, Domingo,642736,2021,26,0.181,0.254,0.172,0.236,0.258,0.072,80.9,13.8,32.8,4.7
Wynns, Austin,642851,2021,31,0.201,0.296,0.236,0.242,0.247,0.095,83.6,10.7,24.0,3.0
Benintendi, Andrew,643217,2021,27,0.261,0.456,0.328,0.331,0.313,0.194,89.6,15.4,38.5,8.9
Cooper, Garrett,643265,2021,31,0.269,0.458,0.367,0.362,0.368,0.19,91.1,8.2,36.5,10.8
Craig, Will,643269,2021,27,0.181,0.269,0.251,0.226,0.244,0.088,79.9,2.8,28.9,5.3
Dubon, Mauricio,643289,2021,27,0.228,0.361,0.278,0.273,0.271,0.133,86.1,14.9,30.1,4.4
Jansen, Danny,643376,2021,26,0.244,0.462,0.329,0.336,0.319,0.218,90.0,20.5,34.8,8.5
Kemp, Tony,643393,2021,30,0.25,0.349,0.351,0.321,0.36,0.099,86.7,18.4,38.9,1.0
Kiner-Falefa, Isiah,643396,2021,26,0.267,0.349,0.293,0.292,0.309,0.082,85.5,5.4,31.6,1.8
Long Jr., Shed,643418,2021,26,0.203,0.321,0.268,0.26,0.263,0.118,87.6,1.7,24.7,4.1
McNeil, Jeff,643446,2021,29,0.257,0.387,0.301,0.315,0.325,0.13,88.1,12.0,30.4,4.3
Schwindel, Frank,643524,2021,29,0.272,0.457,0.403,0.333,0.321,0.184,87.4,13.3,32.3,8.0
Tauchman, Mike,643565,2021,31,0.196,0.304,0.26,0.276,0.298,0.108,87.5,10.0,36.7,5.5
Chang, Yu,644374,2021,26,0.233,0.381,0.294,0.283,0.272,0.148,87.1,19.1,37.9,7.1
Alcantara, Sandy,645261,2021,26,0.044,0.052,0.079,0.087,0.107,0.008,77.6,-37.5,20.0,0.0
Albies, Ozzie,645277,2021,24,0.26,0.465,0.336,0.332,0.312,0.205,89.6,21.1,37.0,9.3
Robles, Victor,645302,2021,24,0.216,0.315,0.275,0.289,0.321,0.099,84.1,19.9,31.9,2.6
Ford, Mike,645801,2021,29,0.18,0.409,0.254,0.315,0.317,0.229,90.9,15.6,35.1,18.9
Devers, Rafael,646240,2021,25,0.291,0.57,0.373,0.395,0.366,0.279,92.9,13.1,35.2,15.0
Naylor, Josh,647304,2021,24,0.254,0.417,0.302,0.311,0.302,0.163,89.8,9.0,31.4,7.4
Toro, Abraham,647351,2021,25,0.247,0.416,0.303,0.323,0.323,0.168,86.8,13.7,29.7,7.4
Diaz, Aledmys,649557,2021,31,0.267,0.411,0.311,0.319,0.324,0.144,88.7,13.6,34.1,6.5
Urias, Luis,649966,2021,24,0.241,0.427,0.34,0.333,0.338,0.186,87.9,14.2,34.9,9.3
Diaz, Lewin,650331,2021,25,0.221,0.442,0.288,0.294,0.258,0.221,88.3,20.7,34.8,10.1
Arraez, Luis,650333,2021,24,0.295,0.411,0.321,0.337,0.359,0.116,88.4,9.9,41.5,2.3
Jimenez, Eloy,650391,2021,25,0.253,0.45,0.317,0.329,0.31,0.197,90.5,8.4,29.9,10.8
Torres, Gleyber,650402,2021,25,0.265,0.423,0.307,0.331,0.336,0.159,87.1,14.2,37.1,7.8
Castro, Willi,650489,2021,24,0.244,0.364,0.271,0.291,0.296,0.12,85.6,11.4,35.2,5.2
Diaz, Yandy,650490,2021,30,0.254,0.399,0.325,0.332,0.353,0.145,89.9,6.6,28.9,7.0
De La Cruz, Bryan,650559,2021,25,0.254,0.366,0.339,0.301,0.318,0.113,88.4,11.1,35.4,5.4
Rengifo, Luis,650859,2021,24,0.237,0.396,0.244,0.293,0.28,0.158,85.8,11.7,29.8,6.4
Pozo, Yohel,650968,2021,24,0.274,0.386,0.3,0.3,0.302,0.112,87.7,14.6,35.9,3.1
Adams, Riley,656180,2021,25,0.195,0.363,0.332,0.317,0.336,0.168,88.4,11.7,44.1,13.6
Bradley, Bobby,656252,2021,25,0.225,0.47,0.314,0.333,0.309,0.245,89.0,12.0,37.6,16.8
Chapman, Matt,656305,2021,28,0.209,0.424,0.311,0.321,0.315,0.214,89.7,18.6,32.1,13.7
Chavis, Michael,656308,2021,26,0.228,0.344,0.277,0.25,0.239,0.116,89.7,8.1,37.5,5.0
Diaz, Isan,656371,2021,25,0.203,0.308,0.252,0.272,0.305,0.105,88.7,9.6,27.6,4.1
Ellis, Drew,656403,2021,26,0.134,0.191,0.23,0.229,0.28,0.057,81.8,23.1,26.2,2.4
Hill, Derek,656537,2021,26,0.245,0.35,0.305,0.289,0.301,0.105,86.9,9.2,40.2,5.2
Hilliard, Sam,656541,2021,27,0.214,0.438,0.318,0.312,0.293,0.224,89.8,12.0,32.3,15.0
Hoskins, Rhys,656555,2021,28,0.249,0.564,0.364,0.378,0.336,0.315,91.2,21.7,36.7,17.0
Jackson, Alex,656577,2021,26,0.131,0.23,0.227,0.222,0.246,0.099,89.6,20.7,32.8,6.9
Joe, Connor,656582,2021,29,0.283,0.467,0.366,0.371,0.381,0.183,88.2,14.6,39.7,9.9
Luplow, Jordan,656669,2021,28,0.189,0.398,0.337,0.316,0.315,0.21,86.8,23.1,28.3,10.4
McKinstry, Zach,656716,2021,26,0.212,0.372,0.282,0.272,0.262,0.16,88.4,13.7,36.0,8.1
Mullins II, Cedric,656775,2021,27,0.272,0.448,0.372,0.344,0.344,0.176,89.4,14.8,35.7,8.1
O'Hearn, Ryan,656811,2021,28,0.235,0.398,0.274,0.294,0.281,0.162,90.8,14.3,33.3,8.3
Peters, DJ,656847,2021,26,0.2,0.378,0.272,0.273,0.252,0.178,87.5,16.4,30.6,11.1
Rivera, Emmanuel,656896,2021,25,0.28,0.377,0.289,0.317,0.338,0.097,91.1,7.2,36.2,1.4
Schwarber, Kyle,656941,2021,28,0.265,0.566,0.392,0.399,0.375,0.3,92.3,15.4,36.9,17.5
Smith, Pavin,656976,2021,25,0.258,0.403,0.318,0.317,0.321,0.145,87.2,9.0,33.6,5.1
Thomas, Lane,657041,2021,26,0.234,0.382,0.328,0.322,0.342,0.148,91.0,12.3,31.7,7.3
Tucker, Cole,657061,2021,25,0.228,0.312,0.282,0.279,0.304,0.084,86.7,8.5,27.1,2.4
Verdugo, Alex,657077,2021,25,0.285,0.446,0.334,0.342,0.348,0.161,90.0,7.7,34.9,7.3
White, Evan,657108,2021,25,0.191,0.293,0.197,0.24,0.245,0.102,85.2,19.6,30.3,4.5
Alvarez, Eddy,657193,2021,31,0.239,0.405,0.277,0.327,0.342,0.166,89.7,13.4,41.3,6.5
Webb, Logan,657277,2021,25,0.124,0.267,0.192,0.184,0.161,0.143,88.3,14.1,23.3,13.3
O'Grady, Brian,657434,2021,29,0.197,0.344,0.265,0.293,0.305,0.146,89.6,21.5,22.2,5.6
DeJong, Paul,657557,2021,28,0.21,0.408,0.293,0.309,0.297,0.198,86.2,16.4,32.9,10.2
Laureano, Ramon,657656,2021,27,0.245,0.459,0.327,0.335,0.317,0.214,87.9,11.9,37.7,10.7
Sheets, Gavin,657757,2021,25,0.246,0.449,0.352,0.337,0.324,0.202,90.4,11.7,30.6,9.9
Fuentes, Joshua,658069,2021,28,0.204,0.281,0.261,0.23,0.238,0.077,85.2,18.3,28.0,2.4
Olivares, Edward,658668,2021,25,0.236,0.389,0.301,0.297,0.29,0.153,87.3,7.9,25.0,6.0
Moncada, Yoan,660162,2021,26,0.261,0.426,0.347,0.353,0.374,0.165,90.1,11.3,40.0,8.2
Ohtani, Shohei,660271,2021,27,0.269,0.616,0.393,0.411,0.385,0.347,93.9,16.6,35.4,22.3
Tsutsugo, Yoshi,660294,2021,30,0.193,0.344,0.302,0.281,0.286,0.151,89.6,17.1,28.7,6.9
Arauz, Jonathan,660620,2021,23,0.197,0.31,0.282,0.27,0.285,0.113,85.9,17.3,23.1,3.8
Hernandez, Yonny,660634,2021,23,0.251,0.296,0.265,0.297,0.345,0.045,83.1,4.1,39.8,0.9
Acuna Jr., Ronald,660670,2021,24,0.295,0.607,0.412,0.43,0.409,0.312,93.8,18.2,39.6,20.3
Ruiz, Keibert,660688,2021,23,0.263,0.381,0.325,0.311,0.324,0.118,86.0,18.6,30.4,2.5
Sanchez, Jesus,660821,2021,24,0.244,0.482,0.339,0.337,0.314,0.238,90.2,8.7,38.0,12.7
Park, Hoy,660829,2021,25,0.216,0.34,0.279,0.292,0.315,0.124,85.9,15.8,29.3,6.5
Contreras, William,661388,2021,24,0.231,0.419,0.303,0.32,0.318,0.188,92.5,8.2,28.2,10.9
Varsho, Daulton,662139,2021,25,0.248,0.43,0.322,0.323,0.32,0.182,87.7,18.0,31.7,7.3
Jones, Jahmai,663330,2021,24,0.145,0.225,0.186,0.195,0.205,0.079,87.4,19.5,29.3,2.4
Nootbaar, Lars,663457,2021,24,0.212,0.349,0.316,0.286,0.297,0.137,89.1,11.8,24.1,4.8
Hoerner, Nico,663538,2021,24,0.279,0.358,0.33,0.32,0.363,0.08,87.0,7.7,31.2,1.6
Riley, Austin,663586,2021,24,0.281,0.512,0.379,0.366,0.348,0.231,90.1,14.2,36.5,13.3
Madrigal, Nick,663611,2021,24,0.263,0.328,0.335,0.289,0.313,0.064,85.5,1.7,27.7,1.1
Larnach, Trevor,663616,2021,24,0.209,0.372,0.3,0.304,0.31,0.163,90.0,13.1,34.8,9.5
Mountcastle, Ryan,663624,2021,24,0.245,0.458,0.335,0.326,0.303,0.213,89.1,16.3,38.9,11.8
McKenna, Ryan,663630,2021,24,0.2,0.307,0.259,0.281,0.307,0.107,86.5,11.6,40.2,7.2
Hayes, Ke'Bryan,663647,2021,24,0.249,0.369,0.301,0.299,0.308,0.12,90.2,2.6,27.4,5.1
Tucker, Kyle,663656,2021,24,0.307,0.58,0.383,0.4,0.372,0.273,91.4,17.6,42.0,11.6
Cameron, Daz,663662,2021,24,0.202,0.355,0.281,0.284,0.285,0.153,88.7,11.9,36.9,7.7
India, Jonathan,663697,2021,25,0.259,0.443,0.363,0.356,0.369,0.184,87.6,13.0,33.6,9.6
Raleigh, Cal,663728,2021,25,0.179,0.292,0.231,0.227,0.224,0.113,88.0,17.1,37.5,6.8
Grisham, Trent,663757,2021,25,0.241,0.368,0.32,0.309,0.328,0.127,88.8,12.3,31.0,5.2
Vierling, Matt,663837,2021,25,0.292,0.411,0.356,0.32,0.334,0.119,91.5,6.3,30.8,3.8
Stephenson, Tyler,663886,2021,25,0.257,0.391,0.346,0.324,0.343,0.134,88.4,7.4,36.1,5.4
Williams, Luke,663897,2021,25,0.226,0.28,0.283,0.266,0.298,0.054,84.7,3.2,24.0,0.0
Rodgers, Brendan,663898,2021,25,0.253,0.414,0.341,0.311,0.3,0.161,88.8,6.3,30.5,6.2
Lowe, Nathaniel,663993,2021,26,0.236,0.402,0.337,0.324,0.333,0.166,90.8,5.0,31.4,9.5
Happ, Ian,664023,2021,27,0.218,0.389,0.328,0.314,0.318,0.171,89.4,10.0,30.4,10.6
France, Ty,664034,2021,27,0.27,0.436,0.353,0.347,0.353,0.166,88.5,11.0,35.9,6.8
Lowe, Brandon,664040,2021,27,0.25,0.5,0.363,0.36,0.343,0.25,89.3,16.9,37.2,14.0
Bader, Harrison,664056,2021,27,0.23,0.389,0.331,0.292,0.291,0.16,86.1,13.4,26.8,6.7
Stevenson, Andrew,664057,2021,27,0.238,0.368,0.274,0.296,0.304,0.13,89.6,8.4,28.4,6.0
Fletcher, David,664058,2021,27,0.273,0.321,0.273,0.281,0.308,0.048,82.3,8.4,30.4,0.0
Haggerty, Sam,664059,2021,27,0.218,0.372,0.24,0.285,0.277,0.154,87.5,7.6,35.6,5.1
Moore, Dylan,664238,2021,29,0.204,0.348,0.271,0.288,0.296,0.144,86.5,20.4,33.3,8.6
Garlick, Kyle,664247,2021,29,0.25,0.516,0.314,0.345,0.299,0.267,88.4,20.1,36.8,13.2
